,Seconds,Date_Time,CO2ppm,WVppt,RefBP,DegC1,DegC2,Volts_6,FRB_mlmin,FRC_mlmin,TC1,TC1.1,RH_pct,Light_Lux,BP_kPa,Act_1,Act_2,Act_3,Act_4,Act_5,Act_6,Act_7,Act_8,Act_9,Act_10,Act_11,Act_12,Act_13,Act_14,Act_15,Act_16,c_FRC_mlmin,c_CO2ppm,CO2_mlmin,FlyChamber1,FlyChamber2,FlyChamber3,FlyChamber4,FlyChamber5,FlyChamber6,FlyChamber7,FlyChamber8,FlyChamber9,FlyChamber10,FlyChamber11,FlyChamber12,FlyChamber13,FlyChamber14,FlyChamber15,FlyChamber16,CO2_mlminFly1,CO2_mlminFly2,CO2_mlminFly3,CO2_mlminFly4,CO2_mlminFly5,CO2_mlminFly6,CO2_mlminFly7,CO2_mlminFly8,CO2_mlminFly9,CO2_mlminFly10,CO2_mlminFly11,CO2_mlminFly12,CO2_mlminFly13,CO2_mlminFly14,CO2_mlminFly15,CO2_mlminFly16
1510,1509,61962.89,-7.3362,25.0317,95.5345,4.9571,6.3739,2.5042,24.99,25.6,11,17.88,34.54,4.96,100.824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.59816,3.26E-07,8.35E-06,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.35E-06,0,0,0,0,0
1511,1510,61962.89,-7.3331,25.0321,95.5347,4.9623,6.3781,2.5034,25.02,25.59,11,17.88,34.54,4.66,100.824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.58901,3.38E-07,8.65E-06,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.65E-06,0,0,0,0,0
1512,1511,61962.89,-7.3345,25.0188,95.5333,4.9567,6.3854,2.5037,25.05,25.59,11,17.88,34.54,4.66,100.825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.5818,3.48E-07,8.89E-06,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.89E-06,0,0,0,0,0
1513,1512,61962.89,-7.3328,25.0232,95.537,4.949,6.3868,2.5032,25.06,25.61,11,17.88,34.54,4.72,100.825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.57687,3.53E-07,9.02E-06,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.02E-06,0,0,0,0,0
1514,1513,61962.89,-7.33,25.0306,95.5376,4.9507,6.3873,2.5033,25,25.55,11,17.88,34.52,4.66,100.826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.5843,3.57E-07,9.15E-06,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.15E-06,0,0,0,0,0
1515,1514,61962.89,-7.3361,25.0337,95.5343,4.9508,6.3836,2.502,25.05,25.56,11,17.88,34.52,4.83,100.826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.58797,3.72E-07,9.53E-06,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.53E-06,0,0,0,0,0
1516,1515,61962.89,-7.3374,25.0351,95.5372,4.9504,6.3728,2.5028,25.05,25.59,11,17.88,34.52,4.66,100.827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.59223,3.76E-07,9.61E-06,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.61E-06,0,0,0,0,0
1517,1516,61962.89,-7.338,25.0347,95.5358,4.948,6.3771,2.5032,25.04,25.57,11,17.88,34.52,5.08,100.827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.59643,3.73E-07,9.55E-06,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.55E-06,0,0,0,0,0
1518,1517,61962.89,-7.3338,25.0431,95.538,4.9486,6.3796,2.5037,25.07,25.62,11,17.88,34.52,4.73,100.827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.60557,3.83E-07,9.82E-06,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.82E-06,0,0,0,0,0
1519,1518,61962.89,-7.339,25.0427,95.5424,4.9481,6.3894,2.5038,25.02,25.66,11,17.88,34.51,4.66,100.827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.60218,3.93E-07,1.01E-05,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01E-05,0,0,0,0,0
1520,1519,61962.89,-7.337,25.0413,95.5407,4.9504,6.385,2.5038,24.96,25.63,11,17.88,34.51,4.66,100.827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.59986,4.01E-07,1.03E-05,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03E-05,0,0,0,0,0
1521,1520,61962.89,-7.3359,25.0364,95.539,4.9504,6.3822,2.5029,24.99,25.56,11,17.88,34.51,4.9,100.827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.60309,4.07E-07,1.04E-05,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04E-05,0,0,0,0,0
1522,1521,61962.89,-7.3368,25.0471,95.5403,4.9475,6.3791,2.5042,25,25.61,11,17.88,34.51,4.72,100.826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.60068,4.16E-07,1.06E-05,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06E-05,0,0,0,0,0
1523,1522,61962.89,-7.3325,25.0369,95.5377,4.9578,6.3855,2.5033,25.03,25.61,11,17.88,34.51,5.03,100.826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.5955,4.27E-07,1.09E-05,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09E-05,0,0,0,0,0
1524,1523,61962.89,-7.3305,25.0354,95.5366,4.9571,6.3772,2.5034,25.01,25.58,11,17.88,34.51,4.66,100.826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.59717,4.40E-07,1.13E-05,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13E-05,0,0,0,0,0
1525,1524,61962.89,-7.3359,25.0404,95.5342,4.9608,6.3788,2.5035,24.99,25.52,11,17.88,34.51,4.66,100.825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.59436,4.56E-07,1.17E-05,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17E-05,0,0,0,0,0
1526,1525,61962.89,-7.3364,25.038,95.5371,4.953,6.3788,2.5037,25,25.62,11,17.88,34.51,4.85,100.825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.59847,4.69E-07,1.20E-05,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.20E-05,0,0,0,0,0
1527,1526,61962.89,-7.3321,25.0385,95.538,4.9526,6.3795,2.5036,24.99,25.63,11,17.88,34.51,4.72,100.824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.60691,4.71E-07,1.21E-05,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21E-05,0,0,0,0,0
1528,1527,61962.89,-7.3227,25.0263,95.5361,4.9579,6.3853,2.5033,24.99,25.62,12,17.85,34.51,4.68,100.824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.61747,4.69E-07,1.20E-05,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.20E-05,0,0,0,0
1529,1528,61962.89,-7.3343,25.032,95.5376,4.972,6.3816,2.5016,24.99,25.62,12,17.85,34.51,4.73,100.823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.61553,4.73E-07,1.21E-05,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21E-05,0,0,0,0
1530,1529,61962.89,-7.3217,25.0221,95.5393,4.965,6.3763,2.5026,25,25.65,12,17.85,34.49,4.66,100.823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.61262,4.73E-07,1.21E-05,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21E-05,0,0,0,0
1531,1530,61962.89,-7.3223,25.0257,95.5399,4.9609,6.3761,2.5037,24.96,25.61,12,17.85,34.49,4.66,100.822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.61385,4.75E-07,1.22E-05,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22E-05,0,0,0,0
1532,1531,61962.89,-7.3173,25.0337,95.5406,4.9619,6.3704,2.5041,25.03,25.62,12,17.85,34.49,5.08,100.822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.61482,4.86E-07,1.25E-05,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25E-05,0,0,0,0
1533,1532,61962.89,-7.3161,25.0295,95.5381,4.9646,6.3811,2.5037,25.03,25.59,12,17.85,34.49,4.72,100.822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.60693,4.96E-07,1.27E-05,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.27E-05,0,0,0,0
1534,1533,61962.89,-7.3131,25.0339,95.5382,4.971,6.3827,2.5039,25.04,25.6,12,17.85,34.49,5.04,100.822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.60182,5.02E-07,1.29E-05,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29E-05,0,0,0,0
1535,1534,61962.89,-7.3037,25.0352,95.5404,4.9661,6.379,2.503,25.08,25.56,12,17.85,34.49,4.66,100.822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.60661,5.09E-07,1.30E-05,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.30E-05,0,0,0,0
1536,1535,61962.89,-7.2997,25.0326,95.5347,4.962,6.3708,2.5031,25.01,25.59,12,17.85,34.49,5.08,100.821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.60908,5.13E-07,1.31E-05,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31E-05,0,0,0,0
1537,1536,61962.89,-7.2888,25.0301,95.5331,4.9637,6.3739,2.5028,25.07,25.65,12,17.85,34.49,4.66,100.821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.60929,5.09E-07,1.30E-05,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.30E-05,0,0,0,0
1538,1537,61962.89,-7.2841,25.0236,95.5321,4.962,6.3803,2.5019,25.06,25.64,12,17.85,34.49,4.68,100.821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.61609,4.99E-07,1.28E-05,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28E-05,0,0,0,0
1539,1538,61962.89,-7.2789,25.0294,95.5349,4.9615,6.3741,2.5016,25,25.62,12,17.85,34.48,4.66,100.821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.62272,4.86E-07,1.25E-05,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25E-05,0,0,0,0
1540,1539,61962.89,-7.2782,25.0363,95.5302,4.9671,6.3732,2.5022,24.96,25.61,12,17.85,34.48,4.72,100.821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.6244,4.70E-07,1.20E-05,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.20E-05,0,0,0,0
1541,1540,61962.89,-7.2705,25.0218,95.5362,4.9558,6.3739,2.5033,24.98,25.67,12,17.85,34.48,4.85,100.821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.62549,4.40E-07,1.13E-05,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13E-05,0,0,0,0
1542,1541,61962.89,-7.266,25.0199,95.5384,4.9613,6.3818,2.5014,25.01,25.6,12,17.85,34.48,4.66,100.822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.62808,4.13E-07,1.06E-05,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06E-05,0,0,0,0
1543,1542,61962.89,-7.2675,25.0261,95.5392,4.9629,6.3777,2.5034,25.03,25.61,12,17.85,34.48,4.66,100.823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.63152,3.94E-07,1.01E-05,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01E-05,0,0,0,0
1544,1543,61962.89,-7.2501,25.026,95.5403,4.9618,6.3811,2.5019,25,25.64,12,17.85,34.48,4.66,100.824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.63194,3.73E-07,9.55E-06,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.55E-06,0,0,0,0
1545,1544,61962.89,-7.2378,25.0399,95.5376,4.9615,6.3797,2.503,25.07,25.63,12,17.85,34.48,4.66,100.825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.64016,3.54E-07,9.09E-06,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09E-06,0,0,0,0
1546,1545,61962.89,-7.2304,25.0379,95.5341,4.9618,6.3778,2.5033,25.03,25.6,12,17.85,34.48,5.02,100.825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.64579,3.38E-07,8.66E-06,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.66E-06,0,0,0,0
1547,1546,61962.89,-7.2247,25.0375,95.5342,4.9703,6.378,2.5028,25.02,25.67,12,17.85,34.48,4.66,100.824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.64198,3.24E-07,8.30E-06,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.30E-06,0,0,0,0
1548,1547,61962.89,-7.2141,25.0361,95.5414,4.9621,6.3844,2.5028,25.01,25.67,12,17.85,34.48,4.41,100.824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.63386,3.11E-07,7.97E-06,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.97E-06,0,0,0,0
1549,1548,61962.89,-7.2068,25.0455,95.5389,4.9755,6.3854,2.5029,24.99,25.68,12,17.85,34.48,4.66,100.824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.63052,2.94E-07,7.54E-06,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.54E-06,0,0,0,0
1550,1549,61962.89,-7.197,25.0369,95.5385,4.9792,6.3764,2.5028,25.02,25.61,12,17.85,34.48,4.06,100.824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.61841,2.72E-07,6.98E-06,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.98E-06,0,0,0,0
1551,1550,61962.89,-7.1951,25.0354,95.5427,4.971,6.3788,2.5033,25.03,25.62,12,17.85,34.48,4.72,100.824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.6138,2.49E-07,6.38E-06,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.38E-06,0,0,0,0
1552,1551,61962.89,-7.1895,25.0391,95.5381,4.969,6.3823,2.5028,25.01,25.57,12,17.85,34.48,4.66,100.824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.60922,2.33E-07,5.97E-06,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.97E-06,0,0,0,0
1553,1552,61962.89,-7.1941,25.0382,95.5395,4.9635,6.3809,2.5018,25.01,25.55,12,17.85,34.48,4.66,100.824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.60633,2.18E-07,5.58E-06,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.58E-06,0,0,0,0
1554,1553,61962.89,-7.1922,25.0391,95.5389,4.958,6.3763,2.5027,24.99,25.59,12,17.85,34.48,4.72,100.824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.59443,2.00E-07,5.12E-06,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.12E-06,0,0,0,0
1555,1554,61962.89,-7.1786,25.029,95.5362,4.9631,6.3771,2.5032,25.02,25.6,12,17.85,34.48,4.73,100.824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.59271,1.79E-07,4.58E-06,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.58E-06,0,0,0,0
1556,1555,61962.89,-7.1661,25.0421,95.5399,4.9607,6.373,2.5034,25.08,25.62,12,17.85,34.48,4.66,100.824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.59741,1.65E-07,4.22E-06,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.22E-06,0,0,0,0
1557,1556,61962.89,-7.161,25.0357,95.541,4.9618,6.3829,2.5024,25.05,25.66,12,17.88,34.48,5.08,100.824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.60295,1.54E-07,3.95E-06,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.95E-06,0,0,0,0
1558,1557,61962.89,-7.1536,25.0374,95.5372,4.9582,6.3785,2.5041,24.99,25.59,12,17.88,34.47,4.66,100.824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.60975,1.42E-07,3.62E-06,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.62E-06,0,0,0,0
1559,1558,61962.89,-7.1535,25.0355,95.5377,4.9676,6.3824,2.5044,24.96,25.61,12,17.88,34.47,5.08,100.824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.6188,1.32E-07,3.38E-06,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.38E-06,0,0,0,0
1560,1559,61962.89,-7.1536,25.0304,95.5357,4.9572,6.3759,2.5041,24.97,25.58,12,17.88,34.47,4.66,100.823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.61733,1.24E-07,3.17E-06,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.17E-06,0,0,0,0
1561,1560,61962.89,-7.1613,25.029,95.5339,4.9612,6.3736,2.5042,25.01,25.63,12,17.88,34.47,4.7,100.823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.61058,1.17E-07,3.00E-06,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.00E-06,0,0,0,0
1562,1561,61962.89,-7.1699,25.044,95.5364,4.9636,6.3763,2.5039,25.02,25.62,12,17.88,34.47,5.04,100.823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.61048,1.13E-07,2.90E-06,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.90E-06,0,0,0,0
1563,1562,61962.89,-7.189,25.0446,95.5373,4.9654,6.3785,2.5037,25,25.59,12,17.88,34.47,4.66,100.823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.60473,1.08E-07,2.77E-06,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77E-06,0,0,0,0
1564,1563,61962.89,-7.2007,25.0374,95.5423,4.963,6.3796,2.5034,24.99,25.64,12,17.88,34.47,4.66,100.823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.60518,1.03E-07,2.64E-06,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.64E-06,0,0,0,0
1565,1564,61962.89,-7.2114,25.0442,95.5428,4.9593,6.3753,2.5034,25.01,25.59,12,17.88,34.47,4.68,100.823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.60906,1.05E-07,2.69E-06,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.69E-06,0,0,0,0
1566,1565,61962.89,-7.2201,25.036,95.5377,4.9549,6.3738,2.5039,25.04,25.57,12,17.88,34.47,4.66,100.823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.60225,1.03E-07,2.63E-06,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63E-06,0,0,0,0
1567,1566,61962.89,-7.2365,25.0341,95.5324,4.9572,6.3761,2.5036,25.03,25.61,12,17.88,34.47,4.73,100.823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.59204,9.29E-08,2.38E-06,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.38E-06,0,0,0,0
1568,1567,61962.89,-7.2543,25.0328,95.5308,4.9559,6.3771,2.505,24.93,25.62,12,17.88,34.47,4.72,100.823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.5785,8.69E-08,2.22E-06,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.22E-06,0,0,0,0
1569,1568,61962.89,-7.2625,25.0312,95.5324,4.9532,6.3768,2.504,24.99,25.56,12,17.88,34.47,4.66,100.822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.57305,8.98E-08,2.30E-06,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.30E-06,0,0,0,0
1570,1569,61962.89,-7.2816,25.0351,95.5363,4.9596,6.3889,2.5049,25.02,25.6,12,17.88,34.47,5.08,100.821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.56947,9.29E-08,2.38E-06,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.38E-06,0,0,0,0
1571,1570,61962.89,-7.295,25.0378,95.5372,4.9558,6.3858,2.504,25.03,25.54,12,17.88,34.47,4.66,100.821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.569,9.03E-08,2.31E-06,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.31E-06,0,0,0,0
1572,1571,61962.89,-7.3119,25.0391,95.5356,4.9621,6.3779,2.5036,25.05,25.53,12,17.88,34.47,4.92,100.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.57849,8.61E-08,2.20E-06,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.20E-06,0,0,0,0
1573,1572,61962.89,-7.3288,25.0415,95.5358,4.9602,6.3755,2.5039,25.03,25.55,12,17.88,34.47,4.66,100.819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.58385,8.53E-08,2.18E-06,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.18E-06,0,0,0,0
1574,1573,61962.89,-7.3448,25.0226,95.5347,4.9583,6.3779,2.5038,24.98,25.6,12,17.88,34.47,5.03,100.818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.58454,8.70E-08,2.23E-06,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.23E-06,0,0,0,0
1575,1574,61962.89,-7.3667,25.0313,95.5349,4.9556,6.384,2.5032,24.98,25.62,12,17.88,34.47,5.04,100.818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.58929,9.14E-08,2.34E-06,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.34E-06,0,0,0,0
1576,1575,61962.89,-7.3841,25.0349,95.5313,4.9605,6.3828,2.5032,25.02,25.62,12,17.88,34.47,4.72,100.818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.60158,1.02E-07,2.60E-06,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.60E-06,0,0,0,0
1577,1576,61962.89,-7.399,25.0309,95.5332,4.9553,6.3754,2.503,25,25.64,12,17.88,34.47,4.73,100.817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,25.60672,1.06E-07,2.70E-06,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.70E-06,0,0,0,0
1578,1577,61962.89,-7.4097,25.0299,95.5311,4.9571,6.3775,2.5023,25,25.61,12,17.88,34.47,4.72,100.817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,0,25.61108,1.03E-07,2.64E-06,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.64E-06,0,0,0,0
1579,1578,61962.89,-7.426,25.0328,95.5317,4.9543,6.3766,2.502,24.99,25.58,12,17.88,34.47,4.66,100.816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,25.60432,1.03E-07,2.63E-06,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63E-06,0,0,0,0
1580,1579,61962.89,-7.4457,25.0359,95.532,4.9578,6.382,2.5033,24.97,25.58,12,17.88,34.47,4.66,100.816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,25.5947,9.70E-08,2.48E-06,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.48E-06,0,0,0,0
1581,1580,61962.89,-7.459,25.0339,95.5299,4.96,6.3859,2.5032,24.99,25.6,12,17.88,34.47,4.85,100.816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51,0,25.58537,9.00E-08,2.30E-06,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.30E-06,0,0,0,0
