"","X","Seconds","Date_Time","CO2ppm","WVppt","RefBP","DegC1","DegC2","Volts_6","FRB_mlmin","FRC_mlmin","TC1","TC1","RH_pct","Light_Lux","BP_kPa","Act_1","Act_2","Act_3","Act_4","Act_5","Act_6","Act_7","Act_8","Act_9","Act_10","Act_11","Act_12","Act_13","Act_14","Act_15","Act_16","c_FRC_mlmin","c_CO2ppm","CO2_mlmin","FlyChamber1","FlyChamber2","FlyChamber3","FlyChamber4","FlyChamber5","FlyChamber6","FlyChamber7","FlyChamber8","FlyChamber9","FlyChamber10","FlyChamber11","FlyChamber12","FlyChamber13","FlyChamber14","FlyChamber15","FlyChamber16","CO2_mlminFly1","CO2_mlminFly2","CO2_mlminFly3","CO2_mlminFly4","CO2_mlminFly5","CO2_mlminFly6","CO2_mlminFly7","CO2_mlminFly8","CO2_mlminFly9","CO2_mlminFly10","CO2_mlminFly11","CO2_mlminFly12","CO2_mlminFly13","CO2_mlminFly14","CO2_mlminFly15","CO2_mlminFly16"
"67",67,66,61962.12,3.1414,25.0376,94.9884,4.2226,5.5754,2.5028,25.15,25.87,15,19.73,18.22,4.74,100.09,3.21,0,1.1,10.15,0,0,1.06,0,0.01,1.09,0,17.36,0,0,0,0,25.66206,3.683416e-06,9.452406e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.452406e-05,0
"68",68,67,61962.12,3.1428,25.0391,94.9867,4.2213,5.5783,2.503,24.89,25.53,15,19.73,18.22,4.62,100.09,1.8,0,2.12,7.4,0,0,0.6,0,0.01,2.3,0,15.01,0,0,0,0,25.65098,3.703019e-06,9.498607e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.498607e-05,0
"69",69,68,61962.12,3.1146,25.0415,94.9858,4.2405,5.5707,2.5047,24.96,25.67,15,19.73,18.22,4.39,100.089,1.01,0,7.64,13.76,0,0,2.02,0,0,1.29,0,13.51,0,0,0,0,25.64736,3.722717e-06,9.547787e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.547787e-05,0
"70",70,69,61962.12,3.1124,25.0356,94.9838,4.2394,5.569,2.5035,24.94,25.54,15,19.73,18.22,4.39,100.089,2.07,0,17.24,10.32,0,0,1.14,0,0,0.73,0,18.85,0,0,0,0,25.65341,3.740088e-06,9.594603e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.594603e-05,0
"71",71,70,61962.12,3.0849,25.0295,94.9902,4.2297,5.5622,2.5034,25.02,25.69,15,19.73,18.22,4.73,100.089,1.16,0,9.7,6.04,0,0,0.64,0,0,3.03,0,21.48,0,0,0,0,25.65262,3.76321e-06,9.653618e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.653618e-05,0
"72",72,71,61962.12,3.0866,25.0348,94.9852,4.2358,5.5648,2.5038,25.16,25.8,15,19.73,18.22,4.39,100.089,0.66,0,5.45,3.4,0,0,0.36,0,0,5.08,0,17.89,0,0,0,0,25.63991,3.780264e-06,9.692561e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.692561e-05,0
"73",73,72,61962.12,3.0988,25.0258,94.9851,4.2413,5.5697,2.504,24.9,25.54,15,19.73,18.22,4.55,100.088,0.37,0,3.07,2.55,0,0,0.2,0,0,2.86,0,19.25,0,0,0,0,25.63708,3.788834e-06,9.713462e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.713462e-05,0
"74",74,73,61962.12,3.0771,25.0255,94.9817,4.2415,5.5673,2.5033,24.98,25.61,15,19.73,18.22,4.39,100.088,0.21,0,1.73,5.58,0,0,0.11,0,0,3.11,0,18.89,0,0,0,1.5,25.63354,3.782625e-06,9.696207e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.696207e-05,0
"75",75,74,61962.12,3.1021,25.0287,94.982,4.2391,5.5689,2.5034,25.01,25.62,15,19.73,18.22,4.74,100.088,0.12,0,0.97,3.14,0,0,0.06,0,0,1.75,0,19.25,0,0,0,0.84,25.67388,3.776406e-06,9.6955e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.6955e-05,0
"76",76,75,61962.12,3.1304,25.0374,94.9805,4.2249,5.5693,2.5048,25.09,25.78,15,19.73,18.22,4.39,100.088,0.07,0,0.55,6.83,0,0,0.04,0,0,5.48,0,39.7,0,0,0,0.47,25.66981,3.768442e-06,9.67352e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.67352e-05,0
"77",77,76,61962.12,3.1534,25.0434,94.9793,4.2272,5.5624,2.5039,25.01,25.65,15,19.73,18.22,4.59,100.088,0.04,0,5.18,5.34,0,0,0.02,0,0,3.08,0,30.77,0,0,0,0.27,25.68657,3.743817e-06,9.616582e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.616582e-05,0
"78",78,77,61962.12,3.1809,25.0433,94.9809,4.2195,5.5739,2.5025,24.93,25.55,15,19.73,18.22,4.39,100.089,0.02,0,8.91,4.13,0,0,0.01,0,0,3.23,0,18.43,0,0,0,0.15,25.67362,3.736239e-06,9.592278e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.592278e-05,0
"79",79,78,61962.12,3.2194,25.0307,94.9818,4.2244,5.5717,2.5022,25.05,25.73,15,19.73,18.22,4.73,100.089,0.01,0,15.33,2.32,0,0,0,0,0,1.82,0,13.18,0,0,0,0.08,25.68186,3.717432e-06,9.547055e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.547055e-05,0
"80",80,79,61962.12,3.2381,25.0358,94.9834,4.224,5.5693,2.5036,25.11,25.87,15,19.73,18.22,4.39,100.089,0.01,0,11.43,2.81,0,0,0,0,0,1.02,0,7.41,0,0,0,0.05,25.70905,3.695092e-06,9.49973e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.49973e-05,0
"81",81,80,61962.12,3.2715,25.0476,94.9851,4.2337,5.5624,2.5036,25,25.68,15,19.73,18.22,4.41,100.09,0,0,8.12,3.83,0,0,0,0,0,4.51,0,4.17,0,0,0,0.03,25.70514,3.671981e-06,9.438879e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.438879e-05,0
"82",82,81,61962.12,3.3089,25.042,94.982,4.2239,5.5586,2.5028,24.89,25.61,15,19.73,18.22,4.53,100.09,0,0,4.57,7.03,0,0,0,0,0,5.73,0,3.85,0,0,0,0.02,25.69823,3.636084e-06,9.344094e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.344094e-05,0
"83",83,82,61962.12,3.3424,25.0416,94.986,4.2247,5.567,2.5038,25.04,25.73,15,19.73,18.22,4.41,100.09,0,0,14.01,3.95,0,0,0,0,0,8.47,0,13.04,0,0,0,0.01,25.6872,3.606091e-06,9.26304e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.26304e-05,0
"84",84,83,61962.12,3.3943,25.0421,94.9874,4.2283,5.5674,2.5056,24.91,25.63,15,19.73,18.22,4.42,100.09,0,0,12.19,5.22,0,0,0,0,0,6.45,0,7.33,0,0,0,1.5,25.69718,3.583028e-06,9.207371e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.207371e-05,0
"85",85,84,61962.12,3.4223,25.0305,94.9858,4.2249,5.5627,2.5043,25.08,25.76,15,19.73,18.22,4.62,100.089,0,0,8.55,2.94,0,0,0,0,0,6.82,0,7.88,0,0,0,0.85,25.69431,3.568304e-06,9.16851e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.16851e-05,0
"86",86,85,61962.12,3.4518,25.0375,94.9816,4.2244,5.5657,2.5039,24.98,25.69,15,19.73,18.22,4.76,100.089,0,0,8.74,8.03,0,0,0,0,0,3.83,0,9.3,0,0,0,0.48,25.68947,3.544318e-06,9.105164e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.105164e-05,0
"87",87,86,61962.12,3.4755,25.0402,94.9822,4.2269,5.5646,2.5043,24.93,25.65,15,19.73,18.22,4.39,100.089,0,0,9.61,4.52,0,0,0,0,0,2.16,0,5.23,0,0,0,0.27,25.69999,3.515113e-06,9.033838e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.033838e-05,0
"88",88,87,61962.12,3.5335,25.0297,94.9856,4.2215,5.5609,2.5038,24.94,25.68,15,19.73,18.22,4.61,100.088,0,0,5.4,5.35,0,0,0,0,0,0.91,0,2.21,0,0,0,0.11,25.72223,3.488597e-06,8.973449e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.973449e-05,0
"89",89,88,61962.12,3.5541,25.0331,94.9851,4.2256,5.5662,2.5028,25.02,25.72,15,19.73,18.37,4.41,100.088,0,0,9.23,3.01,0,0,0,0,0,0.68,0,1.66,0,0,0,0.08,25.71128,3.461653e-06,8.900354e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.900354e-05,0
"90",90,89,61962.12,3.597,25.0409,94.9826,4.2247,5.5658,2.5033,25.02,25.75,15,19.73,18.37,4.41,100.088,0,0,8.94,2.82,0,0,0,0,0,0.29,0,0.7,0,0,0,0.05,25.70497,3.434458e-06,8.828264e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.828264e-05,0
"91",91,90,61962.12,3.6175,25.037,94.9813,4.2289,5.5554,2.5034,25,25.74,15,19.73,18.47,4.36,100.088,1.13,0,13.84,1.59,0,0,0,0,0,0.22,0,0.52,0,0,0,0.03,25.69759,3.399996e-06,8.737172e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.737172e-05,0
"92",92,91,61962.12,3.6492,25.036,94.9857,4.231,5.5592,2.5043,25.09,25.79,15,19.73,18.47,4.55,100.087,0.63,0,16.97,0.89,0,0,1.13,0,0,0.12,0,0.29,3.75,0,0,0.02,25.67078,3.381754e-06,8.681225e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.681225e-05,0
"93",93,92,61962.12,3.675,25.037,94.9816,4.2357,5.5637,2.504,25.05,25.65,15,19.73,18.47,4.39,100.087,0.36,0,14.61,0.5,0,0,0.63,0,0,0.05,0,0.12,4.92,0,0,0.01,25.6948,3.358535e-06,8.629687e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.629687e-05,0
"94",94,93,61962.12,3.6886,25.0344,94.984,4.2248,5.5599,2.5037,24.97,25.57,15,19.73,18.47,4.73,100.086,0.2,0,21.91,0.28,0,0,0.36,0,0,0.03,0,0.09,3.89,0,0,0,25.6889,3.32877e-06,8.551242e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.551242e-05,0
"95",95,94,61962.12,3.7062,25.036,94.9866,4.2316,5.5671,2.5036,24.97,25.58,15,19.73,18.47,4.36,100.086,0.11,0,28.07,0.16,0,0,0.2,0,0,0.02,0,0.05,3.69,0,0,0,25.68899,3.3059e-06,8.492522e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.492522e-05,0
"96",96,95,61962.12,3.7231,25.0372,94.9824,4.2279,5.5683,2.5037,25.06,25.76,15,19.73,18.47,4.62,100.085,0.06,0,15.79,0.09,0,0,0.11,0,0,0.01,0,0.03,3.58,0,0,0,25.67603,3.286753e-06,8.439076e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.439076e-05,0
"97",97,96,61962.12,3.741,25.0478,94.9795,4.2254,5.5638,2.5028,24.96,25.62,15,19.3,18.47,4.41,100.085,0.04,0,8.88,0.05,0,0,0.06,0,0,0.01,0,0.02,2.01,0,0,0,25.67957,3.278582e-06,8.419259e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.419259e-05,0
"98",98,97,61962.12,3.7434,25.0411,94.9799,4.223,5.5578,2.5031,25.04,25.73,15,19.3,18.57,4.39,100.084,0.02,0,5,0.03,0,0,0.04,0,0,1.5,0,0.01,0.85,0,0.84,0,25.68919,3.263978e-06,8.384897e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.384897e-05,0
"99",99,98,61962.12,3.7464,25.0357,94.9799,4.229,5.5587,2.5038,25.16,25.89,15,19.3,18.57,4.42,100.084,0.01,0,2.81,5.64,0,0,0.02,0,0,2.35,0,0.01,0.64,0,0.63,0,25.68139,3.249142e-06,8.344251e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.344251e-05,0
"100",100,99,61962.12,3.7482,25.0374,94.9839,4.2244,5.5581,2.504,24.83,25.53,15,19.3,18.57,4.62,100.084,0.01,0,1.58,4.3,0,0,0.01,0,0,1.32,0,0,0.36,0,0.36,0,25.68559,3.224286e-06,8.28177e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.28177e-05,0
"101",101,100,61962.12,3.728,25.0447,94.9827,4.2235,5.5521,2.5027,25.06,25.73,15,19.3,18.57,4.39,100.085,0,0,0.89,3.54,0,0,0.01,0,0,4.12,0,0,0.2,0,0.2,0,25.68197,3.201894e-06,8.223094e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.223094e-05,0
"102",102,101,61962.12,3.726,25.047,94.9866,4.2362,5.5483,2.5052,24.98,25.6,15,19.3,18.57,4.39,100.085,2.81,0,0.5,1.99,0,0,0,0,0,2.32,0,0,0.11,0,0.11,0,25.65558,3.199425e-06,8.20831e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.20831e-05,0
"103",103,102,61962.12,3.708,25.0405,94.9829,4.2292,5.5452,2.5041,25.06,25.72,15,19.3,18.57,4.39,100.085,1.58,0,0.28,1.12,0,0,0,0,0,2.8,0,0,0.06,0,0.06,0,25.63023,3.196998e-06,8.193978e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.193978e-05,0
"104",104,103,61962.12,3.7079,25.0321,94.978,4.2254,5.5511,2.5047,24.92,25.58,15,19.3,18.57,4.39,100.084,0.89,0,0.16,0.63,0,0,0,0,0,1.58,0,0,0.03,0,0.04,0,25.61134,3.185347e-06,8.158101e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.158101e-05,0
"105",105,104,61962.12,3.7038,25.0425,94.9772,4.2177,5.5521,2.504,24.91,25.49,15,19.3,18.57,4.68,100.084,0.5,0,0.09,5.23,0,0,0,0,0,0.89,0,0,0.02,0,0.02,3.19,25.58891,3.169827e-06,8.11124e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.11124e-05,0
"106",106,105,61962.12,3.6634,25.0386,94.9771,4.2174,5.5568,2.5042,25.03,25.63,15,19.3,18.57,4.39,100.084,0.28,0,0.05,5.19,0,0,0,0,0,0.5,0,0,0.01,0,0.01,6.11,25.57519,3.179676e-06,8.132084e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.132084e-05,0
"107",107,106,61962.12,3.6595,25.0384,94.9832,4.2152,5.5524,2.5036,24.98,25.61,15,19.3,18.57,4.62,100.084,0.16,0,0.03,2.92,0,0,0,0,0,2.53,0,0,0,0,0.01,5.68,25.58862,3.201241e-06,8.191533e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.191533e-05,0
"108",108,107,61962.12,3.6281,25.0287,94.9841,4.2187,5.5378,2.5028,24.93,25.55,15,19.3,18.57,4.39,100.084,0.09,0,0.02,3.14,0,0,0,0,0,4.8,0,0,0,0,0,9.95,25.58948,3.212279e-06,8.220054e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.220054e-05,0
"109",109,108,61962.12,3.6134,25.0368,94.9841,4.2133,5.5462,2.5031,25.03,25.64,15,19.3,18.57,4.74,100.083,0.05,0,0.01,1.77,0,0,0,0,0,2.7,0,0,3.38,0,0,8.6,25.60604,3.223909e-06,8.255155e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.255155e-05,0
"110",110,109,61962.12,3.5984,25.0361,94.982,4.2149,5.5465,2.5036,24.95,25.57,15,19.3,18.57,4.39,100.083,0.03,0,0.01,0.99,0,0,1.69,0,0,1.52,0,0,1.9,0,0,5.96,25.63221,3.232606e-06,8.285884e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.285884e-05,0
"111",111,110,61962.12,3.5801,25.0343,94.9801,4.2182,5.5446,2.5041,25.01,25.7,15,19.3,18.57,4.39,100.083,1.52,0,0,0.56,0,0,0.95,0,0,0.85,0,0,1.07,0,0,2.51,25.67811,3.245923e-06,8.334916e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.334916e-05,0
"112",112,111,61962.12,3.5586,25.0321,94.9807,4.2148,5.5446,2.5033,24.99,25.65,15,19.3,18.57,4.39,100.083,0.85,0,1.5,0.31,0,0,0.53,0,0,0.48,0,0,0.6,0,0,1.89,25.70298,3.251339e-06,8.35691e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.35691e-05,0
"113",113,112,61962.12,3.516,25.0316,94.9799,4.2101,5.5465,2.5042,25.01,25.73,15,19.3,18.57,4.37,100.083,0.48,0,0.84,0.18,0,0,0.3,0,0,0.27,0,0,0.34,0,0,1.06,25.72062,3.25718e-06,8.377671e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.377671e-05,0
"114",114,113,61962.12,3.5051,25.0371,94.9778,4.2064,5.5483,2.5034,25.06,25.83,15,19.3,18.57,4.37,100.084,0.27,0,0.48,0.1,0,0,0.17,0,0,0.15,0,0,0.19,0,0,0.6,25.73543,3.269089e-06,8.413141e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.413141e-05,0
"115",115,114,61962.12,3.4858,25.0337,94.9794,4.21,5.5481,2.5037,24.99,25.73,15,19.3,18.57,4.37,100.084,0.15,0,0.27,0.06,0,0,0.1,0,0,0.09,0,0,0.11,0,0,0.34,25.75396,3.274645e-06,8.433508e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.433508e-05,0
"116",116,115,61962.12,3.4582,25.0311,94.9788,4.2012,5.5459,2.5038,25.16,25.86,15,19.3,18.57,4.39,100.084,0.09,0,0.15,0.03,0,0,0.05,0,0,0.05,0,0,0.06,0,0,0.14,25.7647,3.278398e-06,8.446694e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.446694e-05,0
"117",117,116,61962.12,3.4301,25.0215,94.9836,4.2008,5.5497,2.5047,24.97,25.73,15,19.12,18.57,4.37,100.084,0.05,0,0.08,0.02,0,0,0.03,0,0,0.03,0,0,0.03,0,0,0.08,25.78052,3.280402e-06,8.457045e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.457045e-05,0
"118",118,117,61962.12,3.405,25.0115,94.9784,4.1988,5.5469,2.5039,24.92,25.68,15,19.12,18.57,4.37,100.084,0.03,0,1.17,0.01,0,0,0.02,0,0,0.02,0,0,0.02,0,0,0.04,25.76431,3.276979e-06,8.44291e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.44291e-05,0
"119",119,118,61962.12,3.3982,25.0134,94.9797,4.2037,5.5462,2.5028,25.05,25.77,15,19.12,18.57,4.37,100.084,0.01,0,1.78,0.01,0,0,0.01,0,0,0.01,0,0,0.01,0,0,0.03,25.76022,3.275492e-06,8.437738e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.437738e-05,0
"120",120,119,61962.12,3.3748,25.0256,94.9803,4.1976,5.5491,2.5035,24.98,25.69,15,19.12,18.72,4.72,100.084,0.01,0,1,0,0,0,0.01,0,0,0,0,0,0.01,0,0,0.01,25.72306,3.289692e-06,8.462095e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.462095e-05,0
"121",121,120,61962.12,3.3564,25.0299,94.9811,4.1888,5.5475,2.5038,25.1,25.81,15,19.12,18.72,4.37,100.083,0,0,0.56,0,0,0,3,0,0,0,0,0,3.38,0,0,0.01,25.70692,3.300209e-06,8.48382e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.48382e-05,0
"122",122,121,61962.12,3.3461,25.0359,94.9802,4.1961,5.5498,2.5039,25.05,25.75,15,19.12,18.72,4.73,100.083,0,0,0.32,0,0,24,9.19,0,0,0,0,0,1.9,0,0,0,25.70237,3.30029e-06,8.482527e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.482527e-05,0
"123",123,122,61962.12,3.333,25.0371,94.9801,4.1978,5.5487,2.5035,25.06,25.68,15,19.12,18.72,4.37,100.083,0,0,0.18,0,0,24,10.04,0,0,0,0,0,1.07,0,0,0,25.69259,3.28683e-06,8.444718e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.444718e-05,0
"124",124,123,61962.12,3.301,25.0384,94.9798,4.1869,5.5422,2.5038,24.9,25.58,15,19.12,18.72,4.37,100.084,0,0,0.08,0,0,27.37,7.34,0,0,0,0,0,0.6,0,0,0,25.69923,3.273004e-06,8.411369e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.411369e-05,0
"125",125,124,61962.12,3.2811,25.0368,94.9832,4.1892,5.5371,2.5047,25.04,25.69,15,19.12,18.86,4.37,100.084,0,0,0.04,0,0,27.81,4.36,0,0,0,0,0,1.46,0,0,0,25.67749,3.28205e-06,8.427482e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.427482e-05,0
"126",126,125,61962.12,3.2686,25.0362,94.9824,4.1934,5.5432,2.5033,24.95,25.59,15,19.12,18.86,4.62,100.084,0,0,0.03,0,0,20.86,3.27,0,0,0,0,0,0.82,0,0,0,25.68489,3.282366e-06,8.430719e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.430719e-05,0
"127",127,126,61962.12,3.2643,25.0384,94.9809,4.1926,5.5379,2.5013,25.03,25.82,15,19.12,18.86,4.74,100.084,0,0,0.02,0,0,11.73,1.84,0,0,0,0,0,0.46,0,0,0,25.6838,3.270917e-06,8.40096e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.40096e-05,0
"128",128,127,61962.12,3.2628,25.0406,94.9801,4.1878,5.5309,2.503,24.97,25.69,15,19.12,18.86,4.37,100.084,0,0,0.01,0,0,7.73,2.16,0,0,0,0,3,0.26,0,0,0,25.68559,3.250399e-06,8.348842e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.348842e-05,0
"129",129,128,61962.12,3.2641,25.0322,94.9795,4.1859,5.5381,2.5031,24.99,25.69,15,19.12,18.9,4.74,100.083,0,0,0,0,0,4.76,0.91,0,0,0,0,20.25,0.15,0,0,0,25.68047,3.230465e-06,8.295986e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.295986e-05,0
"130",130,129,61962.12,3.2556,25.0297,94.9803,4.1902,5.5409,2.5034,24.96,25.65,15,19.12,18.9,4.37,100.082,0,0,0,0,0,8.07,2.93,0,0,0,0,14.77,0.08,0,0,0,25.67866,3.215857e-06,8.257891e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.257891e-05,0
"131",131,130,61962.12,3.2549,25.033,94.9812,4.1865,5.5395,2.5041,24.96,25.63,15,19.12,18.9,4.41,100.081,0,0,1.5,3.94,0,9.23,6.34,0,0,0,0,9.81,0.05,0,0,0,25.68383,3.192913e-06,8.200624e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.200624e-05,0
"132",132,131,61962.12,3.269,25.03,94.9801,4.1893,5.5354,2.5032,25.16,25.87,15,19.12,18.9,4.37,100.08,0,0,3.45,6.71,0,25.25,12.75,0,1.5,0,0,19.77,0.03,0,0,0,25.66702,3.162856e-06,8.118109e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.118109e-05,0
